#Powered_by_ParaTranz
EVTNAME5002;Stanley Cup
tut_8c_20;Current Opinion
tut_8c_21;Currently Hanover's opinion of us is "Neutral." (Note this is not the numerically displayed relations!) To pull it into the sphere of influence, the opinion must be raised to "Friendly." Now there is an action in diplomacy to improve opinion. If you hover over it, you can see our influence is insufficient. Now that the priority is set to the highest, just wait.
tut_8c_22;If other nations also try to influence Hanover, we can counterattack. For example, expelling advisors can damage other nations' relations with Hanover. That requires relations above "Neutral." Don't worry, no one will disturb us now.
tut_8c_23;As the game progresses, the diplomatic war intensifies, and we can also directly use force to seize others' spheres of influence. Click Continue.
tut_4c_1;Research
tut_4c_2;This chapter will provide more explanation of various technology categories and institutions. Open the research interface.
tut_4c_3;Research Institutions
tut_4c_4;At the top are shown various research institutions, indicating our nation's strengths and weaknesses in various areas. As you can see, Prussia is a military-industrial complex with great advantages in army research but disadvantages in culture. You can change the research institution in decisions. If your military expenditure remains high, your people will be more willing to join the military. Now let's talk about industrial technology, click the industrial technology interface.
tut_4c_5;Industrial Technology
tut_4c_6;Industrial technology relates to your road to industrialization, including research on railways, factories, and mining. Note that some industrial technologies bring simultaneous benefits to all areas. Now switch to cultural technology.
tut_4c_7;Cultural Technology
tut_4c_8;Cultural technology includes various literature and psychology, national focus, and education. Many cultural technologies bring you prestige — the earlier you research them, the more prestige you gain. Now switch to the commercial technology interface.
tut_4c_9;Commercial Technology
tut_4c_10;Commercial technology includes banking, economic theory, and monetary systems, which are very helpful for increasing tax revenue and administrative efficiency, though they require a corresponding industrial base. Now please switch to the naval technology interface.
tut_4c_11;Naval Technology
tut_4c_12;These technologies are self-explanatory — they allow you to build larger, faster ships and increase supply range to colonize more distant regions.
tut_4c_13;Army Technology
tut_4c_14;Many army technologies provide bonuses to all your units, such as supply efficiency, attack power, and organization. In the bottom technologies, you can build some new units such as tanks and aircraft. Click Next to continue.
tut_0a_1;Welcome to the World of Victoria II
